time	V(input)	V(nc_01)
9.329206250149427e-03	1.757397e-02	3.791531e+00
9.348737500149426e-03	1.627308e-02	3.844992e+00
9.368268750149426e-03	1.472743e-02	3.901806e+00
9.387800000149426e-03	1.296027e-02	3.961109e+00
9.407331250149425e-03	1.099817e-02	4.022006e+00
9.426862500149425e-03	8.870654e-03	4.083588e+00
9.446393750149424e-03	6.609711e-03	4.144946e+00
9.465925000149424e-03	4.249352e-03	4.205181e+00
9.485456250149423e-03	1.825079e-03	4.263418e+00
9.504987500149423e-03	-6.266452e-04	4.318821e+00
9.524518750149423e-03	-3.068944e-03	4.370595e+00
9.544050000149422e-03	-5.465083e-03	4.418007e+00
9.563581250149422e-03	-7.779022e-03	4.460382e+00
9.583112500149421e-03	-9.975958e-03	4.497120e+00
9.602643750149421e-03	-1.202285e-02	4.527699e+00
9.622175000149421e-03	-1.388890e-02	4.551679e+00
9.641706250149420e-03	-1.554605e-02	4.568707e+00
9.661237500149420e-03	-1.696937e-02	4.578526e+00
9.680768750149419e-03	-1.813746e-02	4.580973e+00
9.700300000149419e-03	-1.903275e-02	4.575982e+00
9.719831250149418e-03	-1.964176e-02	4.563594e+00
9.739362500149418e-03	-1.995534e-02	4.543952e+00
9.758893750149418e-03	-1.996878e-02	4.517302e+00
9.768659375149417e-03	-1.986270e-02	4.501455e+00
9.788190625149417e-03	-1.942695e-02	4.464990e+00
9.807721875149417e-03	-1.869901e-02	4.422593e+00
9.827253125149416e-03	-1.768981e-02	4.374868e+00
9.846784375149416e-03	-1.641454e-02	4.322509e+00
9.866315625149415e-03	-1.489238e-02	4.266290e+00
9.885846875149415e-03	-1.314622e-02	4.207055e+00
9.905378125149415e-03	-1.120234e-02	4.145706e+00
9.924909375149414e-03	-9.089955e-03	4.083186e+00
9.944440625149414e-03	-6.840854e-03	4.020463e+00
9.963971875149413e-03	-4.488859e-03	3.958514e+00
9.983503125149413e-03	-2.069348e-03	3.898311e+00
9.993268750149413e-03	-8.456216e-04	3.869102e+00
1.000000000000000e-02	-4.898587e-17	3.849317e+00
